"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072594","GO:0072594","establishment of protein localization to organelle","20/411","180/5021",0.0970541139498133,0.496257709917423,0.450608225901198,"HSP90AA1/HSP90AB1/HSPA8/RPL23/HSPA5/CLU/FLNA/APOD/TSPO/RN7SL1/RHOU/SEC61A1/SEC61B/CDKN1A/SRP14/TXNIP/PTGS2/AGT/MIPEP/CDH1",20
"GO:0033674","GO:0033674","positive regulation of kinase activity","18/411","159/5021",0.097443691222424,0.496257709917423,0.450608225901198,"HSP90AA1/TXN/RPLP1/HSP90AB1/CD24/CD74/LTF/CLU/CCN1/EEF1A2/SDC4/RPS3/EGR1/HLA-DRB1/CDKN1A/TCIM/ERP29/AGT",18
"GO:1902533","GO:1902533","positive regulation of intracellular signal transduction","35/411","343/5021",0.09753484290214,0.496257709917423,0.450608225901198,"HSP90AA1/TXN/RPS15/CALR/HSP90AB1/RPL23/CD24/LGALS1/CD74/LTF/FLNA/RPL11/GDF15/PLA2G2A/OR51E2/GADD45B/UBB/RPS3/RACK1/CCN2/GAPDH/CANT1/BST2/HLA-DRB1/RPS7/CCL2/TCIM/ERP29/EIF5A/FN1/AGT/COL3A1/CAV1/GPX1/HSPA1B",35
"GO:0001101","GO:0001101","response to acid chemical","8/411","58/5021",0.0980512360780093,0.496257709917423,0.450608225901198,"XBP1/COL1A2/TMBIM6/KRT8/CCN2/AQP2/PTN/COL1A1",8
"GO:0043271","GO:0043271","negative regulation of ion transport","8/411","58/5021",0.0980512360780093,0.496257709917423,0.450608225901198,"YWHAE/MAOB/TMBIM6/SPINK1/SEMG1/PTGS2/YWHAQ/CAV1",8
"GO:0050777","GO:0050777","negative regulation of immune response","8/411","58/5021",0.0980512360780093,0.496257709917423,0.450608225901198,"RPS19/ISG15/HLA-DRB1/HLA-B/HLA-E/COL3A1/GPX1/HLA-A",8
"GO:0002228","GO:0002228","natural killer cell mediated immunity","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"TUBB4B/HLA-B/HLA-E/HLA-A",4
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"CD74/ALOX15B/SCD/PTGS2",4
"GO:0008631","GO:0008631","intrinsic apoptotic signaling pathway in response to oxidative stress","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"P4HB/CYP1B1/HSPB1/GPX1",4
"GO:0032835","GO:0032835","glomerulus development","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"CD24/ACTA2/EGR1/BASP1",4
"GO:0035633","GO:0035633","maintenance of blood-brain barrier","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"ACTG1/ACTB/CLDN3/PTGS2",4
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"TUBB4B/HLA-B/HLA-E/HLA-A",4
"GO:0045103","GO:0045103","intermediate filament-based process","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"KRT18/DES/KRT17/SYNM",4
"GO:0045104","GO:0045104","intermediate filament cytoskeleton organization","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"KRT18/DES/KRT17/SYNM",4
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"HLA-DRA/HLA-DRB1/HLA-E/HLA-A",4
"GO:0071604","GO:0071604","transforming growth factor beta production","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"HSP90AB1/CD24/PTGS2/FN1",4
"GO:1990089","GO:1990089","response to nerve growth factor","4/411","22/5021",0.0999356208812853,0.496257709917423,0.450608225901198,"HSPA5/EEF2/LCN2/PTN",4
"GO:0030308","GO:0030308","negative regulation of cell growth","9/411","68/5021",0.100716578324094,0.496257709917423,0.450608225901198,"ENO1/RACK1/MYL2/BST2/CDKN1A/SCGB3A1/AGT/FHL1/HSPA1B",9
"GO:0002347","GO:0002347","response to tumor cell","3/411","14/5021",0.100814317111968,0.496257709917423,0.450608225901198,"HLA-DRB1/TXNIP/HLA-A",3
"GO:0021695","GO:0021695","cerebellar cortex development","3/411","14/5021",0.100814317111968,0.496257709917423,0.450608225901198,"HSPA5/UQCRQ/MDK",3
"GO:0021872","GO:0021872","forebrain generation of neurons","3/411","14/5021",0.100814317111968,0.496257709917423,0.450608225901198,"B2M/UBB/UQCRQ",3
"GO:0033280","GO:0033280","response to vitamin D","3/411","14/5021",0.100814317111968,0.496257709917423,0.450608225901198,"PTGS2/AQP3/PTN",3
"GO:0043501","GO:0043501","skeletal muscle adaptation","3/411","14/5021",0.100814317111968,0.496257709917423,0.450608225901198,"TNNC1/MYH7/ACTA1",3
"GO:0051131","GO:0051131","chaperone-mediated protein complex assembly","3/411","14/5021",0.100814317111968,0.496257709917423,0.450608225901198,"HSP90AA1/HSP90AB1/CLU",3
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","3/411","14/5021",0.100814317111968,0.496257709917423,0.450608225901198,"CCN1/SOCS3/ZFP36L1",3
"GO:0070633","GO:0070633","transepithelial transport","3/411","14/5021",0.100814317111968,0.496257709917423,0.450608225901198,"ACTG1/ACTB/CLDN3",3
"GO:0031400","GO:0031400","negative regulation of protein modification process","23/411","213/5021",0.100995242489163,0.496393915663732,0.450731902427477,"YWHAE/RPS15/PMEPA1/RPL23/RPL11/GADD45B/RPL5/RPS3/SPINK1/RACK1/PPP1R1B/TSPO/HSPB1/ISG15/RPS7/SOCS3/CDKN1A/ERRFI1/DUSP1/AGT/CAV1/SFN/HSPA1B",23
"GO:0036293","GO:0036293","response to decreased oxygen levels","16/411","139/5021",0.101661811753861,0.498586210121574,0.452722533296397,"ENO1/P4HB/CD24/CLDN3/TMBIM6/ND5/CHCHD2/EGR1/CCN2/PLAT/LCN2/PTGS2/ZFP36L1/AQP3/PTN/CAV1",16
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis","7/411","49/5021",0.10175928194556,0.498586210121574,0.452722533296397,"UPK3A/CA2/SLC26A3/PDK4/ATP5F1B/AGT/CLIC4",7
"GO:0031348","GO:0031348","negative regulation of defense response","10/411","78/5021",0.102030212730343,0.498586210121574,0.452722533296397,"ZFP36/RPS19/ISG15/MDK/HLA-DRB1/HLA-B/HLA-E/SOCS3/GPX1/HLA-A",10
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","12/411","98/5021",0.102057010592962,0.498586210121574,0.452722533296397,"HSP90AB1/RPL23/TIMP1/RPL11/ZFP36/RPL5/YBX1/PABPC1/TSPO/RPS7/EIF4G2/CST3",12
"GO:1903522","GO:1903522","regulation of blood circulation","11/411","88/5021",0.102388040746266,0.499394816902734,0.453456758397244,"YWHAE/DES/FLNA/CCN2/MYL2/MYH7/PTGS2/CHGA/AGT/CAV1/TPM1",11
"GO:0019216","GO:0019216","regulation of lipid metabolic process","15/411","129/5021",0.103598261417647,0.499394816902734,0.453456758397244,"PSAP/SLC45A3/CD74/CCN1/EEF1A2/GOLM1/IGFBP7/APOD/EGR1/TSPO/ARF1/PTGS2/PDK4/AGT/CAV1",15
"GO:1901698","GO:1901698","response to nitrogen compound","45/411","457/5021",0.104114798180073,0.499394816902734,0.453456758397244,"TXN/CALR/ND6/HSP90AB1/RPL23/FOS/XBP1/HSPA5/TIMP1/SPARC/FLNA/ACTB/COL1A2/GDF15/JUN/FOSB/JUND/NR4A1/EEF2/TMBIM6/ABCC4/ND5/PPP1R1B/EGR1/CCN2/TSPO/LCN2/SEC61B/SOCS3/CDKN1A/ERRFI1/ACTA1/DUSP1/CA2/LPL/SLC26A3/PTGS2/PDK4/ZFP36L1/PTN/AGT/CDH1/COL1A1/CAV1/GNAS",45
"GO:1901701","GO:1901701","cellular response to oxygen-containing compound","45/411","457/5021",0.104114798180073,0.499394816902734,0.453456758397244,"TXN/RPL23/FOS/XBP1/CYP1B1/RDH11/HSPA5/LGALS1/LTF/CLU/FLNA/ACTB/PRDX5/COL1A2/GDF15/JUN/OR51E2/ZFP36/NR4A1/RPS3/RACK1/PPP1R1B/EGR1/TSPO/HLA-DRB1/LCN2/SOCS3/CCL2/ERRFI1/RHOB/CA2/AQP2/LPL/SLC26A3/PTGS2/PDK4/ZFP36L1/SPON2/PTN/AGT/CDH1/COL1A1/CAV1/TPM1/GNAS",45
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","6/411","40/5021",0.104306967922613,0.499394816902734,0.453456758397244,"S100A10/CALR/P4HB/FLNA/TACSTD2/MDK",6
"GO:0032091","GO:0032091","negative regulation of protein binding","6/411","40/5021",0.104306967922613,0.499394816902734,0.453456758397244,"B2M/ACTB/TMBIM6/RACK1/CDKN1A/CAV1",6
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","6/411","40/5021",0.104306967922613,0.499394816902734,0.453456758397244,"CLU/HSPB1/HLA-E/LPL/SPON2/ORM1",6
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","6/411","40/5021",0.104306967922613,0.499394816902734,0.453456758397244,"S100A10/CLDN3/SDC4/CLSTN1/AGT/CAV1",6
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","6/411","40/5021",0.104306967922613,0.499394816902734,0.453456758397244,"CLU/HSPB1/HLA-E/LPL/SPON2/ORM1",6
"GO:0010770","GO:0010770","positive regulation of cell morphogenesis involved in differentiation","5/411","31/5021",0.104535253430088,0.499394816902734,0.453456758397244,"S100A10/CALR/P4HB/FLNA/MDK",5
"GO:0032611","GO:0032611","interleukin-1 beta production","5/411","31/5021",0.104535253430088,0.499394816902734,0.453456758397244,"EGR1/HSPB1/ERRFI1/LPL/ORM1",5
"GO:0032651","GO:0032651","regulation of interleukin-1 beta production","5/411","31/5021",0.104535253430088,0.499394816902734,0.453456758397244,"EGR1/HSPB1/ERRFI1/LPL/ORM1",5
"GO:0034103","GO:0034103","regulation of tissue remodeling","5/411","31/5021",0.104535253430088,0.499394816902734,0.453456758397244,"MDK/CST3/CA2/PDK4/AGT",5
"GO:0045600","GO:0045600","positive regulation of fat cell differentiation","5/411","31/5021",0.104535253430088,0.499394816902734,0.453456758397244,"XBP1/ZFP36/LPL/PTGS2/ZFP36L1",5
"GO:1903573","GO:1903573","negative regulation of response to endoplasmic reticulum stress","5/411","31/5021",0.104535253430088,0.499394816902734,0.453456758397244,"XBP1/HSPA5/CLU/TMBIM6/RACK1",5
"GO:0007281","GO:0007281","germ cell development","8/411","59/5021",0.105799479432762,0.504690005718287,0.45826485626717,"RPS6/SPINK1/MDK/SEMG1/SEMG2/SLC26A3/SPINK2/PTN",8
"GO:0040007","GO:0040007","growth","35/411","346/5021",0.106808165720236,0.508752424658597,0.461953583625914,"HSP90AA1/PSAP/ENO1/HSP90AB1/MT1G/GDF15/ALOX15B/HOXB13/SLC44A4/CLSTN1/IGFBP7/MT2A/RACK1/APOD/PDLIM5/BASP1/MYL2/MDK/BST2/SOCS3/EIF4G2/CDKN1A/KRT17/ZFP36L1/SCGB3A1/MT1E/PTN/FN1/AGT/FHL1/CLIC4/GPX1/SFN/HSPA1B/GNAS",35
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","10/411","79/5021",0.108793443777313,0.517447818494447,0.469849110308082,"RPL13A/CALR/CLU/ZFP36/YBX1/RPS3/RACK1/PABPC1/GAPDH/ZFP36L1",10
"GO:0048878","GO:0048878","chemical homeostasis","40/411","403/5021",0.110476510418225,0.523189739604813,0.475062846705724,"CKB/YWHAE/CALR/XBP1/FTL/CD24/B2M/LGALS1/LTF/MT1G/CLDN4/RPS6/SLC39A6/SLC39A7/TMBIM6/UPK3A/MT2A/RACK1/ATP6V1G1/IFI6/TSPO/ARF1/HLA-DRB1/LCN2/TPT1/STEAP1/TRPM8/CA2/AQP2/LPL/SLC26A3/PDK4/AQP3/MT1E/ATP5F1B/AGT/CAV1/FHL1/CLIC4/SFN",40
"GO:0002819","GO:0002819","regulation of adaptive immune response","7/411","50/5021",0.110485267641152,0.523189739604813,0.475062846705724,"B2M/HLA-DRA/AZGP1/HLA-DRB1/HLA-B/HLA-E/HLA-A",7
"GO:0030218","GO:0030218","erythrocyte differentiation","7/411","50/5021",0.110485267641152,0.523189739604813,0.475062846705724,"B2M/ZFP36/RPS19/RPS6/ISG15/ZFP36L1/HSPA1B",7
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","16/411","141/5021",0.111705286247815,0.528194776871056,0.479607483329075,"LTF/CLDN3/ZFP36/RPS19/PLAT/ISG15/MDK/HLA-DRB1/HLA-B/HLA-E/SOCS3/CCL2/DUSP1/GPX1/HLA-A/CORO1B",16
"GO:0014009","GO:0014009","glial cell proliferation","4/411","23/5021",0.113564417661692,0.531553683245985,0.482657412453253,"CLU/EEF2/TSPO/PTN",4
"GO:0030104","GO:0030104","water homeostasis","4/411","23/5021",0.113564417661692,0.531553683245985,0.482657412453253,"CLDN4/AQP2/AQP3/SFN",4
"GO:0031102","GO:0031102","neuron projection regeneration","4/411","23/5021",0.113564417661692,0.531553683245985,0.482657412453253,"FLNA/APOD/TSPO/PTN",4
"GO:0031638","GO:0031638","zymogen activation","4/411","23/5021",0.113564417661692,0.531553683245985,0.482657412453253,"KLK2/KLK3/ENO1/PLAT",4
"GO:0032732","GO:0032732","positive regulation of interleukin-1 production","4/411","23/5021",0.113564417661692,0.531553683245985,0.482657412453253,"EGR1/HSPB1/LPL/ORM1",4
"GO:0045778","GO:0045778","positive regulation of ossification","4/411","23/5021",0.113564417661692,0.531553683245985,0.482657412453253,"LTF/CCN1/ISG15/PTN",4
"GO:0051496","GO:0051496","positive regulation of stress fiber assembly","4/411","23/5021",0.113564417661692,0.531553683245985,0.482657412453253,"S100A10/SDC4/CCN2/TPM1",4
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","8/411","60/5021",0.11387675226709,0.532246465502317,0.483286467432598,"CCN1/RPS3/RACK1/CCN2/PSME1/BEX3/SEMG1/SEMG2",8
"GO:0014812","GO:0014812","muscle cell migration","6/411","41/5021",0.11424770091743,0.533210811630486,0.484162105814198,"S100A11/PLAT/MDK/AGT/TPM1/CORO1B",6
"GO:0010594","GO:0010594","regulation of endothelial cell migration","10/411","80/5021",0.115806899123788,0.536940245881295,0.487548478897755,"CALR/TMSB4X/SPARC/HSPB1/LCN2/RHOB/PTGS2/PTN/ATP5F1B/AGT",10
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism","10/411","80/5021",0.115806899123788,0.536940245881295,0.487548478897755,"UBB/RPS6/SPINK1/MDK/SEMG1/SEMG2/SLC26A3/SPINK2/SERPINA5/PTN",10
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","10/411","80/5021",0.115806899123788,0.536940245881295,0.487548478897755,"HSP90AB1/CLU/RPL11/UBB/RACK1/PSME1/ELOB/CAV1/GPX1/HSPA1B",10
"GO:0006970","GO:0006970","response to osmotic stress","5/411","32/5021",0.116041423932358,0.536940245881295,0.487548478897755,"HSP90AB1/TSPO/ERRFI1/PTGS2/ZFP36L1",5
"GO:0021549","GO:0021549","cerebellum development","5/411","32/5021",0.116041423932358,0.536940245881295,0.487548478897755,"CKB/HSPA5/UQCRQ/MDK/PTN",5
"GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","5/411","32/5021",0.116041423932358,0.536940245881295,0.487548478897755,"TMSB4X/KRT18/KRT8/EIF5A/HSPA1B",5
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"HLA-B/HLA-E/HLA-A",3
"GO:0018196","GO:0018196","peptidyl-asparagine modification","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"RPN2/OST4/DAD1",3
"GO:0018279","GO:0018279","protein N-linked glycosylation via asparagine","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"RPN2/OST4/DAD1",3
"GO:0031295","GO:0031295","T cell costimulation","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"CD24/LGALS1/CAV1",3
"GO:0033687","GO:0033687","osteoblast proliferation","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"LTF/CCN1/JUNB",3
"GO:0060674","GO:0060674","placenta blood vessel development","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"CCN1/SOCS3/JUNB",3
"GO:0090279","GO:0090279","regulation of calcium ion import","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"SPINK1/CCL2/SEMG1",3
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"P4HB/HSPB1/GPX1",3
"GO:1904385","GO:1904385","cellular response to angiotensin","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"CA2/AGT/CAV1",3
"GO:1904706","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","3/411","15/5021",0.118712795683983,0.541564429887915,0.491747295983762,"CNN1/CDKN1A/TPM1",3
"GO:0008284","GO:0008284","positive regulation of cell population proliferation","34/411","339/5021",0.120605154542144,0.5494234818031,0.49888341371049,"CAPNS1/CALR/RPS9/RPL23/XBP1/CD24/TIMP1/CD74/LTF/FLNA/JUN/CCN1/NEAT1/NR4A1/RPS4X/RPS6/LBH/RPS3/ABCC4/MARCKSL1/BRK1/EGR1/CCN2/TSPO/MDK/BST2/HLA-E/CDKN1A/B4GALT1/PTGS2/PTN/FN1/AGT/HLA-A",34
"GO:0042692","GO:0042692","muscle cell differentiation","18/411","164/5021",0.121103609532483,0.550919369769261,0.500241698748904,"ACTG1/CALR/XBP1/MYH11/LMOD1/KRT19/GDF15/YBX1/KRT8/PDLIM5/TCAP/MYL2/MYH3/ACTA1/SCGB3A1/AGT/TPM1/GPX1",18
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","8/411","61/5021",0.122278027781127,0.553622111573832,0.502695822211952,"TMSB10/RPL13A/TMSB4X/PMEPA1/HSPA5/PFN1/CLU/LMOD1",8
"GO:0001655","GO:0001655","urogenital system development","14/411","122/5021",0.122381423861335,0.553622111573832,0.502695822211952,"PSAP/CD24/ACTA2/ALOX15B/HOXB13/SDC4/TACSTD2/UPK3A/EGR1/BASP1/SEC61A1/CA2/AQP2/AGT",14
"GO:0034504","GO:0034504","protein localization to nucleus","14/411","122/5021",0.122381423861335,0.553622111573832,0.502695822211952,"YWHAE/TXN/CALR/HSP90AB1/RPL23/FLNA/RPL11/APOD/CDKN1A/TXNIP/PTGS2/AGT/CDH1/COL1A1",14
"GO:1903131","GO:1903131","mononuclear cell differentiation","14/411","122/5021",0.122381423861335,0.553622111573832,0.502695822211952,"XBP1/B2M/LGALS1/CD74/HLA-DRA/MT1G/JUN/RPS6/FASN/EGR1/MDK/HLA-DRB1/HLA-B/ZFP36L1",14
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","10/411","81/5021",0.123068036835659,0.555177397368662,0.504108041223913,"XBP1/LGALS1/CD74/HLA-DRA/RPS6/CD177/MDK/HLA-DRB1/VAMP8/CHGA",10
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","10/411","81/5021",0.123068036835659,0.555177397368662,0.504108041223913,"CD24/CD74/SDC4/RPS3/SCGB1A1/BST2/HLA-DRB1/HLA-E/CDKN1A/HLA-A",10
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","6/411","42/5021",0.124648375791944,0.558417827372208,0.50705039231665,"CD24/CD74/RPS3/HLA-E/CDKN1A/HLA-A",6
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","6/411","42/5021",0.124648375791944,0.558417827372208,0.50705039231665,"PRDX5/NR4A1/IFI6/PTGS2/GPX1/SFN",6
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","6/411","42/5021",0.124648375791944,0.558417827372208,0.50705039231665,"ZFP36/NR4A1/CCN2/CCL2/ZFP36L1/COL1A1",6
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","6/411","42/5021",0.124648375791944,0.558417827372208,0.50705039231665,"CD24/CD74/RPS3/HLA-E/CDKN1A/HLA-A",6
"GO:0070972","GO:0070972","protein localization to endoplasmic reticulum","6/411","42/5021",0.124648375791944,0.558417827372208,0.50705039231665,"HSPA5/KDELR2/RN7SL1/SEC61A1/SEC61B/SRP14",6
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","15/411","133/5021",0.125395790382356,0.560789982167717,0.509204338628427,"HSP90AA1/TXN/RPLP1/HSP90AB1/CD24/LTF/CLU/CCN1/SDC4/RPS3/EGR1/CDKN1A/TCIM/ERP29/AGT",15
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","23/411","219/5021",0.126126466912625,0.560789982167717,0.509204338628427,"TPI1/ENO1/GPX4/XBP1/CYP1B1/SLC45A3/CD74/ALOX15B/ACLY/SCD/FASN/FAAH/GAPDH/PTGR1/CYP27A1/CYP4F8/LPL/PTGS2/PDK4/ECHS1/GSTA1/CAV1/GPX1",23
"GO:0006611","GO:0006611","protein export from nucleus","4/411","24/5021",0.127961231771671,0.560789982167717,0.509204338628427,"YWHAE/TXN/CALR/SFN",4
"GO:0032722","GO:0032722","positive regulation of chemokine production","4/411","24/5021",0.127961231771671,0.560789982167717,0.509204338628427,"CD74/ALOX15B/EGR1/LPL",4
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","4/411","24/5021",0.127961231771671,0.560789982167717,0.509204338628427,"XBP1/CD74/LPL/SPON2",4
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","4/411","24/5021",0.127961231771671,0.560789982167717,0.509204338628427,"CD74/CDKN1A/FN1/AGT",4
"GO:0006885","GO:0006885","regulation of pH","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"CA2/SLC26A3/PDK4/ATP5F1B/CLIC4",5
"GO:0007292","GO:0007292","female gamete generation","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"UBB/RPS6/MDK/PTGS2/PTN",5
"GO:0030316","GO:0030316","osteoclast differentiation","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"FOS/LTF/GLO1/JUNB/CA2",5
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"XBP1/CD74/HLA-DRA/MDK/HLA-DRB1",5
"GO:0048678","GO:0048678","response to axon injury","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"LGALS1/FLNA/APOD/TSPO/PTN",5
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"PLA2G2A/LYZ/HLA-E/CHGA/HLA-A",5
"GO:0061097","GO:0061097","regulation of protein tyrosine kinase activity","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"CD24/RACK1/ERRFI1/AGT/CAV1",5
"GO:1901379","GO:1901379","regulation of potassium ion transmembrane transport","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"YWHAE/CD63/FLNA/CAV1/FHL1",5
"GO:1902882","GO:1902882","regulation of response to oxidative stress","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"TXN/P4HB/RACK1/HSPB1/GPX1",5
"GO:1903363","GO:1903363","negative regulation of cellular protein catabolic process","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"HSP90AB1/RPL23/RPL11/RPL5/RPS7",5
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","5/411","33/5021",0.128121206176014,0.560789982167717,0.509204338628427,"CNN1/JUN/CDKN1A/AGT/TPM1",5
"GO:0050905","GO:0050905","neuromuscular process","7/411","52/5021",0.12908069543274,0.564227223355798,0.512325396745617,"NR4A1/EEF2/TCAP/TNNC1/MYH7/MYH3/SYNM",7
"GO:0045859","GO:0045859","regulation of protein kinase activity","24/411","231/5021",0.130926932566173,0.570905636471147,0.518389479631591,"HSP90AA1/TXN/RPLP1/HSP90AB1/CD24/LTF/CLU/ACTB/CCN1/GADD45B/SDC4/RPS3/RACK1/PPP1R1B/EGR1/HSPB1/CDKN1A/TCIM/ERRFI1/DUSP1/ERP29/AGT/CAV1/SFN",24
"GO:0071417","GO:0071417","cellular response to organonitrogen compound","25/411","242/5021",0.13105072978275,0.570905636471147,0.518389479631591,"RPL23/XBP1/HSPA5/FLNA/ACTB/COL1A2/GDF15/NR4A1/PPP1R1B/EGR1/LCN2/SOCS3/ERRFI1/ACTA1/CA2/LPL/SLC26A3/PTGS2/PDK4/ZFP36L1/AGT/CDH1/COL1A1/CAV1/GNAS",25
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","9/411","72/5021",0.1313135841837,0.570905636471147,0.518389479631591,"CD24/CD74/SDC4/RPS3/SCGB1A1/HLA-DRB1/HLA-E/CDKN1A/HLA-A",9
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","9/411","72/5021",0.1313135841837,0.570905636471147,0.518389479631591,"CD24/CD74/SDC4/RPS3/SCGB1A1/HLA-DRB1/HLA-E/CDKN1A/HLA-A",9
"GO:0070661","GO:0070661","leukocyte proliferation","12/411","103/5021",0.133952732151853,0.581599060911329,0.528099243166752,"CD24/CD74/CLU/RPS6/SDC4/RPS3/SCGB1A1/BST2/HLA-DRB1/HLA-E/CDKN1A/HLA-A",12
"GO:0006942","GO:0006942","regulation of striated muscle contraction","6/411","43/5021",0.135494213981492,0.585237548513956,0.531403035552881,"NR4A1/CCN2/MYL2/MYH7/CHGA/CAV1",6
"GO:0032635","GO:0032635","interleukin-6 production","6/411","43/5021",0.135494213981492,0.585237548513956,0.531403035552881,"XBP1/CD74/HLA-B/LPL/SPON2/ORM1",6
"GO:0032675","GO:0032675","regulation of interleukin-6 production","6/411","43/5021",0.135494213981492,0.585237548513956,0.531403035552881,"XBP1/CD74/HLA-B/LPL/SPON2/ORM1",6
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","11/411","93/5021",0.136350679485466,0.585237548513956,0.531403035552881,"FOS/XBP1/CD74/LTF/HLA-DRA/JUN/MDK/HLA-DRB1/HLA-B/CA2/ZFP36L1",11
"GO:0002066","GO:0002066","columnar/cuboidal epithelial cell development","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"SPDEF/FASN/CDKN1A",3
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"ACLY/FASN/PDK4",3
"GO:0007588","GO:0007588","excretion","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"MDK/SLC26A3/AGT",3
"GO:0007618","GO:0007618","mating","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"PPP1R1B/KLK14/SEMG1",3
"GO:0031294","GO:0031294","lymphocyte costimulation","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"CD24/LGALS1/CAV1",3
"GO:0034314","GO:0034314","Arp2/3 complex-mediated actin nucleation","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"BRK1/ARF1/CORO1B",3
"GO:0046697","GO:0046697","decidualization","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"JUNB/PTGS2/PTN",3
"GO:0048713","GO:0048713","regulation of oligodendrocyte differentiation","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"SLC45A3/MDK/PTN",3
"GO:0060669","GO:0060669","embryonic placenta morphogenesis","3/411","16/5021",0.137681695575065,0.585237548513956,0.531403035552881,"CCN1/SOCS3/ZFP36L1",3
